seller_uuid,seller_name,profile_photo_url,seller_profile_url,seller_rating,total_reviews,contact_methods,email_address,phone_number,physical_address,verification_status,seller_status,enforcement_status,map_compliance_status,associated_listings,date_added,last_updated,blacklisted,counterfeiter,priority_seller,seller_note,seller_id,admin_priority_seller,known_counterfeiter,seller_admin_stage,seller_investigation,seller_stage,seller_state
9a61c9bb-dcb6-4c86-a13c-7629232c6f41,Angel Seller,https://m.media-amazon.com/images/I/210F16mVT+L.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1MXFBSEZT410T,4.70,1319,[],,,"2105 Flatbush Avenue, Ste 23, BROOKLYN, NY, 11234, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:31.273,2025-07-18 19:35:31.175,false,false,false,,A1MXFBSEZT410T,false,false,NA,NotStarted,NA,
9afac7ae-67a0-43d3-8060-ae86f274383c,Imperial Listings,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A24G7PJ7IED568,4.00,16,[],,,"129 Grant av, EAST ROCKAWAY, NY, 11518, US",Unverified,New,None,Compliant,0,2025-08-04 13:27:51.827,2025-08-04 13:27:51.727,false,false,false,,A24G7PJ7IED568,false,false,NA,NotStarted,NA,Active
9d66faa3-eabd-4756-9b29-06c81df0c33b,Quality Photo,https://m.media-amazon.com/images/I/01U1JmC5vfL.gif,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2EY5WP9K29AC7,4.90,574,"[""888-212-1119""]",,888-212-1119,"132 Melrose st., BROOKLYN, NY, 11206, US",Unverified,New,None,Compliant,0,2025-07-16 19:48:48.827,2025-07-16 19:48:48.726,false,false,false,,A2EY5WP9K29AC7,false,false,NA,NotStarted,NA,
9ef322e2-9644-4c19-b38c-28155a0fe6e8,SaleTime Distributers,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A14EEANAI4EN1Q,4.90,299,[],,,"2627 Milton Road, University Heights, OH, 44118, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:10.183,2025-07-18 19:35:10.084,false,false,false,,A14EEANAI4EN1Q,false,false,NA,NotStarted,NA,
9f9826b7-431e-4693-a94d-e76e87adde2d,A25TR4NTKBYTJ4,,,,,[],,,,Unverified,New,None,Compliant,0,2025-07-18 19:35:05.394,2025-07-18 19:35:05.305,false,false,false,,A25TR4NTKBYTJ4,false,false,NA,NotStarted,NA,
9fdb45c9-f327-4e1e-ac52-483cd491a9ed,Life and Play,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1HEZGW2C79US8,4.80,146,"[""786-453-9452""]",,786-453-9452,"446 3RD ST, NEPTUNE BEACH, FLORIDA, 32266, US",Unverified,New,None,Compliant,0,2025-08-04 13:44:38.875,2025-08-04 13:44:38.774,false,false,false,,A1HEZGW2C79US8,false,false,NA,NotStarted,NA,Active
a064c000-1f88-4172-96ea-9a574cff1502,Bella Notte Electronics (We Record S/N),,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A15QMLFSVCH3T6,4.30,3,[],,,"1075 Easton Ave #188, SOMERSET, NJ, 08873, US",Unverified,New,None,Compliant,0,2025-07-16 19:48:30.154,2025-07-16 19:48:30.044,false,false,false,,A15QMLFSVCH3T6,false,false,NA,NotStarted,NA,
a41af855-29ba-4b7b-9cd3-daf51d1e7582,AquaDeals Shop,https://m.media-amazon.com/images/I/0139FVnkHNL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A7RJ1YPMZQCGY,4.40,36,[],,,"185A Horton Ave, Suite A, lynbrook, NY, 11563, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:39.819,2025-07-18 19:35:39.726,false,false,false,,A7RJ1YPMZQCGY,false,false,NA,NotStarted,NA,
a51c990b-dfed-46c7-85b9-b98d81809eaa,Camera Outlet(S/N Recorded),https://m.media-amazon.com/images/I/016pRSdMn-L.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2VL6ZMH6X13BT,4.10,23,[],,,"7 Ohio State Dr, NEWARK, DE, 19713, US",Unverified,New,None,Compliant,0,2025-07-18 19:34:54.313,2025-07-18 19:34:54.22,false,false,false,,A2VL6ZMH6X13BT,false,false,NA,NotStarted,NA,
a549225f-204e-4eff-803c-e82f28d8653b,Encore Technology,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AS3NTG6BSWBA0,3.10,21,[],,,"25862 Commercentre Drive, Suite A, LAKE FOREST, CA, 92630, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:07.699,2025-07-16 19:47:07.597,false,false,false,,AS3NTG6BSWBA0,false,false,NA,NotStarted,NA,
a69f85a0-2230-4f7b-b26b-962cb26850a5,Digital Depot Deals,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2P3M54SC5TG78,4.20,25,[],,,"1230 Johnson Ferry Pl Ste E20, MARIETTA, GA, 30068, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:27.535,2025-07-18 19:35:27.436,false,false,false,,A2P3M54SC5TG78,false,false,NA,NotStarted,NA,
a8614c93-2b1d-469e-a7b2-0b8e3dd5ee5a,vmustshop2day,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=APRAU6Z985IVX,4.20,31,[],,,"15781 sleepy oak rd, chino hills, ca, 91709, US",Unverified,New,None,Compliant,0,2025-08-04 13:29:32.583,2025-08-04 13:29:32.491,false,false,false,,APRAU6Z985IVX,false,false,NA,NotStarted,NA,Active
aa35338a-5757-4045-a08d-8669f737e409,Best4Sale【S/N Recorded】,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AMVHE14ROFK0J,2.90,25,"[""508-876-3217""]",,508-876-3217,"2580 quartz st ne, keizer, OR, 97303, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:51.956,2025-07-16 19:47:51.854,false,false,false,,AMVHE14ROFK0J,false,false,NA,NotStarted,NA,
aa3f39cf-a6ac-41fd-a0a4-339d1456acb8,Carolina Trader,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1AWZK7BCK8DMB,4.70,22,[],,,"1003 Mumford Court, #1031, KNIGHTDALE, NC, 27545, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:43.369,2025-07-16 19:47:43.273,false,false,false,,A1AWZK7BCK8DMB,false,false,NA,NotStarted,NA,
ab79000f-8906-45e5-a609-6335b155465f,LUXEXPRESS LLC,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AMUNR3M0P2FW1,1.80,6,[],,,"10447 GALLERIA ST, WELLINGTON, FL, 33414, US",Unverified,New,None,Compliant,0,2025-07-18 15:40:37.791,2025-07-18 15:40:37.686,false,false,false,,AMUNR3M0P2FW1,false,false,NA,NotStarted,NA,
abcadb6c-1500-4d71-b424-ea9fafda60e9,United R P,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3C199O3KEODOY,5.00,5,[],,,"2634 East 28th street, 1st Floor, Brooklyn, NY, 11235, US",Unverified,New,None,Compliant,0,2025-08-04 13:27:59.32,2025-08-04 13:27:59.223,false,false,false,,A3C199O3KEODOY,false,false,NA,NotStarted,NA,Active
abf702f3-0d0a-478e-a59d-8c7678af2fdb,MegaRetailStore,https://m.media-amazon.com/images/I/41ySaOLMgSL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3LGJ9ZB5RSN9T,3.90,82,"[""949-713-1096""]",,949-713-1096,"23121 Antonio Parkway, Suite 155, RANCHO SANTA MARGARITA, CA, 92688, US",Unverified,New,None,Compliant,0,2025-07-16 19:48:12.98,2025-07-16 19:48:12.869,false,false,false,,A3LGJ9ZB5RSN9T,false,false,NA,NotStarted,NA,
acdaf9b7-6262-4ca5-9e3e-14a6afe79441,PSG Deals,https://m.media-amazon.com/images/I/91U2BUZVrTL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1ZMZP7XHS6S1C,3.30,22,[],,,"832 E 43RD ST, BROOKLYN, NY, 11210-3502, US",Unverified,New,None,Compliant,0,2025-07-18 19:34:56.027,2025-07-18 19:34:55.937,false,false,false,,A1ZMZP7XHS6S1C,false,false,NA,NotStarted,NA,
ad165003-7939-45c7-98f8-1f5384ba0913,Feedthejoy,https://m.media-amazon.com/images/I/01iHa3ADwyL.jpg,,5.00,3,"[""1-855-450-2287""]",,1-855-450-2287,"2747 E University Dr, PO BOX 2338, MESA, AZ, 85214, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:09.048,2025-07-18 19:35:08.961,false,false,false,,A1A80HO5RCVVWE,false,false,NA,NotStarted,NA,
adfee18a-4444-4303-bb87-addc912f060e,Elite Commerce Inc,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1MPVH5JF0IOIQ,4.70,22,[],,,"2500 W INTERNATIONAL SPEEDWAY BLVD, SUITE 900 #1235, DAYTONA BEACH, FL, 32114, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:09.781,2025-07-18 19:35:09.68,false,false,false,,A1MPVH5JF0IOIQ,false,false,NA,NotStarted,NA,
ae3069f6-9369-4a50-8495-935883fc8f1a,SpaceBound,https://m.media-amazon.com/images/I/01RCbXHHRFL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1XBPHGHAXLHDG,4.00,424,"[""440-355-8008""]",,440-355-8008,"280 Opportunity Way, LAGRANGE, OH, 44050, US",Unverified,New,None,Compliant,0,2025-07-16 19:45:42.082,2025-07-16 19:45:41.667,false,false,false,,A1XBPHGHAXLHDG,false,false,NA,NotStarted,NA,
aed6fa6c-6f81-49b3-b747-50ccc7f157b4,Supply House Market Place,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1S3PMG7RY70QV,4.90,1112,[],,,"173 Park avenue, PASSAIC, NJ, 07055, US",Unverified,New,None,Compliant,0,2025-07-18 19:37:39.024,2025-07-18 19:37:38.927,false,false,false,,A1S3PMG7RY70QV,false,false,NA,NotStarted,NA,
b4b7adc2-cba0-4e4e-b0b0-1230621bbd42,Amazon Global Store UK,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AP3VA1GJZM3EQ,,,[],,,"38 avenue John F. Kennedy, Luxembourg, 1855, LU",Unverified,New,None,Compliant,0,2025-07-18 19:35:19.885,2025-07-18 19:35:19.789,false,false,false,,AP3VA1GJZM3EQ,false,false,NA,NotStarted,NA,
b5cf8abf-73c1-472b-9ba4-d1fd43f5c167,US Deals Corp,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2DZ4C43IUI30X,4.80,23,[],,,"3081 Holiday Springs Blvd #101, Margate, FL, 33063, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:36.598,2025-07-18 19:35:36.503,false,false,false,,A2DZ4C43IUI30X,false,false,NA,NotStarted,NA,
b5d5a57e-ec14-4ccc-af2e-68836424deae,GoodStuff CR Division,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1MK1JG3LFEH53,4.40,287,[],,,"14965 NW 24TH CT, Opa Locka, FL, 33054, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:26.808,2025-07-18 19:35:26.715,false,false,false,,A1MK1JG3LFEH53,false,false,NA,NotStarted,NA,
b7930b75-084d-46b9-a80b-737ae2e5b2dd,White Hat Distribution,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3PJ4JNP8ESTAF,3.60,60,[],,,"102 E. Broad St., P.O. Box 14, Forney, TX, 75126, US",Unverified,New,None,Compliant,0,2025-07-16 19:48:14.326,2025-07-16 19:48:14.231,false,false,false,,A3PJ4JNP8ESTAF,false,false,NA,NotStarted,NA,
b7fa6b2f-3413-49e5-a6b5-c408925850f6,KI Sales Intl,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3VUKFJ08ETDEG,5.00,3,[],,,"4394 BUENA TARA DR, WEST PALM BEACH, FL, 33413, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:34.276,2025-07-18 19:35:34.176,false,false,false,,A3VUKFJ08ETDEG,false,false,NA,NotStarted,NA,
b8d41108-9741-43a8-825b-99dcbe63746f,GOOD USED ITEMS,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1J96GVRTL9NJ3,5.00,6,[],,,"1225 franklin turnpike, DANVILLE, VA, 24540, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:11.885,2025-07-18 19:35:11.79,false,false,false,,A1J96GVRTL9NJ3,false,false,NA,NotStarted,NA,
b9bdc432-7950-4466-93ce-474efeaf36a4,Blue Sky Distribution,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3157HR2I6E5II,2.80,15,[],,,"2301 ranger dr, Fort worth, Texas, 76120, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:19.434,2025-07-18 19:35:19.333,false,false,false,,A3157HR2I6E5II,false,false,NA,NotStarted,NA,
bb3230f9-e02e-4d67-a9fa-c4350065d739,Rack-IT Solutions,https://m.media-amazon.com/images/I/01fkVkE2PaL.gif,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AE0SX9DR3XWSZ,4.90,421,[],,,"15375 Barranca Pkwy, K104, Irvine, CA, 92626, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:06.937,2025-07-18 19:35:06.849,false,false,false,,AE0SX9DR3XWSZ,false,false,NA,NotStarted,NA,
bc638d0d-2747-4d29-a741-6e41b8c0167d,JC_Blessy LLC,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AJMI8MPV5QQ8B,5.00,39,"[""325-304-3310""]",,325-304-3310,"8259 Mount Carmel St, Huber Heights, OH, 45424, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:52.31,2025-07-18 19:35:52.219,false,false,false,,AJMI8MPV5QQ8B,false,false,NA,NotStarted,NA,
bc775a5a-86ba-4b27-831a-96a94315087c,the mixed market,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2RWLCFH84U840,3.30,3,[],,,"us 644 cross st, unit 17, lakewood, nj, 08701, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:47.021,2025-07-18 19:35:46.929,false,false,false,,A2RWLCFH84U840,false,false,NA,NotStarted,NA,
bdaad8eb-8e01-4bb0-b498-ee8c607e729c,Big buck sells,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3LK4Y1H2OKN1L,3.20,70,[],,,"5587 EARLIGLOW LN, Haslett, MI, 48840-9766, US",Unverified,New,None,Compliant,0,2025-07-16 19:49:45.319,2025-07-16 19:49:45.225,false,false,false,,A3LK4Y1H2OKN1L,false,false,NA,NotStarted,NA,
bdd13173-6760-49ac-8d20-795468feca87,Electric Operating Company,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1LP3X5HJ0E027,4.90,9,[],,,"1309 Coffeen Avenue, Suite 1200, SHERIDAN, WY, 82801, US",Unverified,New,None,Compliant,0,2025-07-18 15:39:41.272,2025-07-18 15:39:41.17,false,false,false,,A1LP3X5HJ0E027,false,false,NA,NotStarted,NA,
c200c120-dc2d-4358-b0ad-003cca83098a,SuperOfficeDeals (One Day Shipping Available),,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AWZ0P9TQMPUT8,4.00,22,[],,,"63 E 11400 S 129, SANDY, UT, 84070-6705, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:10.327,2025-07-18 19:35:10.232,false,false,false,,AWZ0P9TQMPUT8,false,false,NA,NotStarted,NA,
c35fd585-8b92-4854-bd7a-6b90b9ac177f,DIGITEX,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2ESYO7CKYYOXV,4.80,5,[],,,"5255 Collins ave 2J, MIami Beach, fl, 33140, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:37.445,2025-07-18 19:35:37.347,false,false,false,,A2ESYO7CKYYOXV,false,false,NA,NotStarted,NA,
c4d51f75-cc59-4ef0-b4a5-e576f5b7fb34,Stavvy Sales,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1DGBLXYNEW9LX,4.90,313,[],,,"70 Clymer st #12E, BROOKLYN, NY, 11249, US",Unverified,New,None,Compliant,0,2025-07-17 17:32:36.271,2025-07-17 17:32:36.178,false,false,false,,A1DGBLXYNEW9LX,false,false,NA,NotStarted,NA,
c5f02e5e-4ad5-4a81-841c-121b2afc3f29,&Acirc;mazin Sale,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1D5GPX70NOW9U,4.70,31,[],,,"51 winant pl, Warehouse bay 4, STATEN ISLAND, NY, 10309, US",Unverified,New,None,Compliant,0,2025-07-16 19:49:20.018,2025-07-16 19:49:19.926,false,false,false,,A1D5GPX70NOW9U,false,false,NA,NotStarted,NA,
c8117b0f-f6da-4822-9269-448e097b4353,Gadget Waze Warehouse,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=APDCYWQWP78XS,4.80,29,[],,,"264 E 91st Street, BROOKLYN, NY, 11212, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:07.395,2025-07-16 19:47:07.295,false,false,false,,APDCYWQWP78XS,false,false,NA,NotStarted,NA,
c953dab8-e416-4131-a396-2fe667fa2fd0,Riverfront Emporium,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A346UWM7DQHSQR,3.60,505,[],,,"7924 NE 54TH ST, KANSAS CITY, MO, 64119-4104, US",Unverified,New,None,Compliant,0,2025-07-16 19:49:04.391,2025-07-16 19:49:04.292,false,false,false,,A346UWM7DQHSQR,false,false,NA,NotStarted,NA,
cb0f77c1-54ee-41c1-a265-2903334e48d6,Electronics Club,https://m.media-amazon.com/images/I/11S8bZHUhJL.gif,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3NZWXSNTH0Z2Q,4.70,760,"[""000-000-0000""]",,000-000-0000,"94 walton st, Brooklyn, NY, 11206, US",Unverified,New,None,Compliant,0,2025-07-16 19:46:40.406,2025-07-16 19:46:40.293,false,false,false,,A3NZWXSNTH0Z2Q,false,false,NA,NotStarted,NA,
cc1683e0-4c7f-4d1c-b9af-bbab4bc9cc8e,Morgan Ingland LLC,https://m.media-amazon.com/images/I/11vmlWiz1AL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1NC6R7KH2KC1N,2.70,50,"[""Sales@miatlantic.net"",""415-799-7139""]",Sales@miatlantic.net,415-799-7139,"380 Tennant Ave, Unit-3, MORGAN HILL, CA, 95037, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:30.225,2025-07-18 19:35:30.127,false,false,false,,A1NC6R7KH2KC1N,false,false,NA,NotStarted,NA,
cc20b480-81f1-4129-b89d-089957ca6353,Glorious Tech Plus,https://m.media-amazon.com/images/I/11UIrY4kRmL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AWEACD5QBXC9U,5.00,9,[],,,"66 MELROSE TER, LINDEN, NJ, 07036-3712, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:49.027,2025-07-16 19:47:48.932,false,false,false,,AWEACD5QBXC9U,false,false,NA,NotStarted,NA,
cd4e25d7-8740-4b78-9233-ac5ff773b5be,Speedy Mobile,https://m.media-amazon.com/images/I/11783c8N6cL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A29AJ7NNWYI8PC,4.90,14,[],,,"3940 LAUREL CANYON BLVD # 1277, STUDIO CITY, CA, 91604-3709, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:03.708,2025-07-16 19:47:03.604,false,false,false,,A29AJ7NNWYI8PC,false,false,NA,NotStarted,NA,
cff8b75c-f678-47e8-8bf1-83167d9d52f7,Silmarils,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3EAKFLRL77MJE,2.60,75,"[""650-503-3249""]",,650-503-3249,"75 Rainbow Bridge Pl, SAN RAMON, CA, 94582, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:44.458,2025-07-18 19:35:44.352,false,false,false,,A3EAKFLRL77MJE,false,false,NA,NotStarted,NA,
d026732f-261f-469d-8649-4834ee539b48,"Audio Tech, Inc.",,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2RJFMA4B4MUFT,4.40,211,[],,,"10400 NW 55th ST STE 200, FORT LAUDERDALE, FL, 33351, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:55.398,2025-07-16 19:47:55.297,false,false,false,,A2RJFMA4B4MUFT,false,false,NA,NotStarted,NA,
d104fcbf-a29a-43fd-b900-ff2b59a98495,Danger Deals LLC,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3JXF7CA9MSZU,4.60,23,[],,,"10636 Rivermont Dr, STOCKTON, CA, 95209, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:09.714,2025-07-16 19:47:09.608,false,false,false,,A3JXF7CA9MSZU,false,false,NA,NotStarted,NA,
d1b36839-f80f-42a0-ad40-0f5f0679b786,amazinoutlet,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AX8T9GMAD5OPU,4.50,84,[],,,"3580 Lawrenceville Suwanee Road, Suite 210, Suite 210, SUWANEE, GA, 30024, US",Unverified,New,None,Compliant,0,2025-07-16 19:48:08.073,2025-07-16 19:48:07.96,false,false,false,,AX8T9GMAD5OPU,false,false,NA,NotStarted,NA,
d247bd9e-1222-4f90-adaa-fe93ce75090c,ScRetail.,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A18U086ZNXZ25A,4.80,34,[],,,"547 Montgomery st, BROOKLYN, NY, 11225, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:40.428,2025-07-16 19:47:40.327,false,false,false,,A18U086ZNXZ25A,false,false,NA,NotStarted,NA,
d3a7ab10-ed45-4abd-bf3f-ee11d23a8dc1,C-est,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A192RS3O9BTWP8,3.00,10,[],,,"1992 Enterprise Blvd, WEST SACRAMENTO, CA, 95691, US",Unverified,New,None,Compliant,0,2025-08-04 13:29:10.209,2025-08-04 13:29:10.117,false,false,false,,A192RS3O9BTWP8,false,false,NA,NotStarted,NA,Active
d3d824e9-1dfd-4c16-b2d5-7213dbe7bda9,Direct Distributor,https://m.media-amazon.com/images/I/41peOaun1SL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A5W45QDYAHWB2,4.60,540,[],,,"18375 Ventura Blvd #323, Tarzana, CA, 91356, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:40.37,2025-07-16 19:47:40.271,false,false,false,,A5W45QDYAHWB2,false,false,NA,NotStarted,NA,
d409c51c-02a1-464d-a889-ac91cf2eda8b,Go ahead!,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A22QGPQSJF923G,4.50,449,[],,,"2376 NW 150th St (Middle Warehouse), Opa LOCKA, FL, 33054, US",Unverified,New,None,Compliant,0,2025-07-16 19:45:53.679,2025-07-16 19:45:53.578,false,false,false,,A22QGPQSJF923G,false,false,NA,NotStarted,NA,
d433d77c-face-4489-a970-5f1dacf1efd3,Active Trade,https://m.media-amazon.com/images/I/11eOt6sIH+L.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AQMXB6YQ9RO3H,4.30,36,"[""954-989-2300""]",,954-989-2300,"3318 Griffin Rd, Ft Lauderdale, FL, 33312, US",Unverified,New,None,Compliant,0,2025-07-16 19:48:34.29,2025-07-16 19:48:34.192,false,false,false,,AQMXB6YQ9RO3H,false,false,NA,NotStarted,NA,
d59a6533-7324-4053-bc21-2034eaf5e5e7,"SuperE, LLC (S/N Recorded; Ship Next Business Day)",https://m.media-amazon.com/images/I/11JKErFkfqL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3FDNO47PM80XV,3.80,16,[],,,"430 Pennington Dr, Lucas, TX, 75002, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:13.228,2025-07-18 19:35:13.138,false,false,false,,A3FDNO47PM80XV,false,false,NA,NotStarted,NA,
d6e08851-50dd-4bb7-8fd9-0f668783d1b8,Quik-Mart,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A19OKX8TNG9FNL,5.00,4,[],,,"13359 Pond Springs Rd, Apt 114, Austin, TX, 78729, US",Unverified,New,None,Compliant,0,2025-07-18 15:23:34.426,2025-07-18 15:23:34.31,false,false,false,,A19OKX8TNG9FNL,false,false,NA,NotStarted,NA,
d734f763-2812-4ace-8f8f-ffd6c7b257ec,Clopa,,,5.00,1,[],,,"oswaldo moura 8018, porto velho, Rondonia, 76824645, BR",Unverified,New,None,Compliant,0,2025-08-04 13:44:35.656,2025-08-04 13:44:35.563,false,false,false,,A25JPKXJ3PKRPX,false,false,NA,NotStarted,NA,Active
d903d942-f29c-42b1-a3a4-6013a0e17673,Sunshine Refinement,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A30IYBH9A9UGPV,3.60,24,[],,,"2529 NW 49th Ave, Gainesville, FL, 32605, US",Unverified,New,None,Compliant,0,2025-07-16 19:46:52.557,2025-07-16 19:46:52.45,false,false,false,,A30IYBH9A9UGPV,false,false,NA,NotStarted,NA,
df3c169c-36fc-40d0-bd24-17e612691e9c,NEST New York,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AV3OR7OJ7GG7L,5.00,466,[],,,"265 South Federal Highway, Suite 234, Deerfield Beach, FL, 33441, US",Unverified,New,None,Compliant,0,2025-08-04 13:27:22.653,2025-08-04 13:27:22.558,false,false,false,,AV3OR7OJ7GG7L,false,false,NA,NotStarted,NA,Active
e0aebf34-047f-4247-98e6-fa38a07c3f4a,BigBang LittleBuck,https://m.media-amazon.com/images/I/21Qu9UG8UcL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3IBUKGSEJDP90,4.90,11,[],,,"209 Crest Hill Rd, TOMS RIVER, NJ, 08755, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:34.817,2025-07-18 19:35:34.723,false,false,false,,A3IBUKGSEJDP90,false,false,NA,NotStarted,NA,
e41bc034-b068-42b3-aab8-8ca57367bde4,Gianttiger,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2IDIQYGTKAA5E,3.90,52,[],,,"425 ortiz blvd, NORTH PORT, FL, 34287, US",Unverified,New,None,Compliant,0,2025-07-18 15:40:58.445,2025-07-18 15:40:58.351,false,false,false,,A2IDIQYGTKAA5E,false,false,NA,NotStarted,NA,
